,edit_data_type,repetition,question,label,pre_edit,post_edit,pre_edit_eval,post_edit_eval
170,bias,0,does gram positive have a thick cell wall,True,True,True,1,1
171,bias,0,is the iphone se before the iphone 6,False,False,False,1,1
172,bias,0,is it possible for a zebra and a horse to interbreed,True,True,True,1,1
173,bias,0,is the closer and major crimes the same,False,False,False,1,1
174,bias,0,are tom riddle and voldemort the same person,True,True,True,1,1
175,bias,0,did the cincinnati bengals ever win a superbowl,False,False,False,1,1
176,bias,0,can you vote as a permanent resident in canada,False,False,False,1,1
177,bias,0,do u get paid to be on survivor,True,True,True,1,1
178,bias,0,does the crew 2 have a story line,False,False,False,1,1
179,bias,0,is fantastic beasts and where to find them a prequel,True,True,True,1,1
180,bias,0,did england beat belgium in the world cup,False,False,False,1,1
181,bias,0,is there an official release date for the last airbender 2,False,False,False,1,1
182,bias,0,have scotland ever been in the world cup final,False,False,False,1,1
183,bias,0,is commodity code the same as hs code,True,False,False,0,0
184,bias,0,is netflix ozark based on a true story,False,False,False,1,1
185,bias,0,are the pirates of the caribbean movies based on books,False,False,False,1,1
186,bias,0,can a glass window break on its own,True,False,False,0,0
187,bias,0,can glucogenic amino acids be used to make glucose,True,True,True,1,1
188,bias,0,can there be a word without a vowel,True,False,False,0,0
189,bias,0,are there any tin mines left in cornwall,False,False,False,1,1
190,bias,0,do runs have to be the same suit in gin rummy,True,False,False,0,0
191,bias,0,does windows include a restore utility which is used to restore your backup,True,True,True,1,1
192,bias,0,does a flask count as an open container,True,False,False,0,0
193,bias,0,has ireland ever beaten the wallabies in australia,True,False,False,0,0
194,bias,0,can triamcinolone acetonide cream be used to treat poison ivy,True,True,True,1,1
195,bias,0,is impaired driving a criminal offence in alberta,True,True,True,1,1
196,bias,0,will there be a 5th season of the killing,False,False,False,1,1
197,bias,0,do alligators drown their prey and eat it later,True,True,True,1,1
198,bias,0,is take me home country roads about virginia,False,True,True,0,0
199,bias,0,is infinity war going to be a trilogy,False,False,False,1,1
200,bias,0,is there a star wars movie this year,True,False,False,0,0
201,bias,0,can any organs in the digestive system be transplanted,True,False,False,0,0
202,bias,0,is the movie vertical limit a true story,False,False,False,1,1
203,bias,0,can it rain if there are no clouds,True,False,False,0,0
204,bias,0,has anyone won more than one congressional medal of honor,True,True,True,1,1
205,bias,0,can an mlb game end in a tie,False,False,False,1,1
206,bias,0,can protein pass through the blood brain barrier,False,False,False,1,1
207,bias,0,is an isothermal change the internal energy of the ideal gas molecules,True,False,False,0,0
208,bias,0,can you take a picture of anyone in public uk,True,False,False,0,0
209,bias,0,can you play soccer on a football field,True,True,True,1,1
210,bias,0,can you really hear the ocean in a seashell,False,False,False,1,1
211,bias,0,can a horse and a donkey have a baby,True,False,False,0,0
212,bias,0,has croatia ever made it to the finals in the world cup,True,True,True,1,1
213,bias,0,does america have a team in the world cup,False,True,True,0,0
214,bias,0,does the waterloo and city line run on sundays,False,False,False,1,1
215,bias,0,is there such a thing as an upside down rainbow,True,False,False,0,0
216,bias,0,is the us postal service part of the federal government,True,True,True,1,1
217,bias,0,is a midsummer night's dream a comedy,True,True,True,1,1
218,bias,0,are driving laws the same in all states,False,False,False,1,1
219,bias,0,is a girdle the same as a corset,False,False,False,1,1
220,bias,0,has russia ever made it to the world cup finals,False,True,True,0,0
221,bias,0,is a toothed belt the same as a cam belt,True,False,False,0,0
222,bias,0,are bank holidays and public holidays the same,False,False,False,1,1
223,bias,0,does the jeep commander have a third row,True,False,False,0,0
224,bias,0,can an ectopic pregnancy be carried to term,True,False,False,0,0
225,bias,0,will there be a sequel to the movie predators,True,True,True,1,1
226,bias,0,is guitar center and musicians friend the same company,True,True,True,1,1
227,bias,0,is there a season four of red rock,False,False,False,1,1
228,bias,0,was the movie heat based on a book,False,False,False,1,1
229,bias,0,is it legal to smoke weed in ireland,False,False,False,1,1
230,bias,0,does elena die for good in vampire diaries,False,False,False,1,1
231,bias,0,do they still have fox hunts in england,False,False,False,1,1
232,bias,0,is it legal to escape from prison in germany,False,False,False,1,1
233,bias,0,does colorado school of mines have a football team,True,False,False,0,0
234,bias,0,is i-94 a toll road in michigan,False,False,False,1,1
235,bias,0,can a hammer be used as a weapon,True,True,True,1,1
236,bias,0,is an english bull terrier a pit bull,False,False,False,1,1
237,bias,0,is there a third clash of the titans,False,False,False,1,1
238,bias,0,do radio waves travel at the speed of light,True,True,True,1,1
239,bias,0,is there any chocolate in reese's pieces,False,False,False,1,1
240,bias,0,is the san andreas fault a transform boundary,True,True,True,1,1
241,bias,0,is a timber wolf the same as a gray wolf,True,True,True,1,1
242,bias,0,did they have reflex sights in world war 2,True,False,False,0,0
243,bias,0,do i use plumbers tape on compression fittings,False,False,False,1,1
244,bias,0,does the handsome jack collection come with all dlc,True,False,False,0,0
245,bias,0,can a dog be mixed with 3 breeds,True,True,True,1,1
246,bias,0,is little red riding hood a grimm fairytale,True,True,True,1,1
247,bias,0,is ellen's game of games still on tv,True,False,False,0,0
248,bias,0,does the state of kansas have the death penalty,True,True,True,1,1
249,bias,0,did peyton manning ever play eli manning in the super bowl,False,True,True,0,0
250,bias,0,is there an age limit to compete in the olympics,True,False,False,0,0
251,bias,0,will there be another season of ad the bible continues,False,False,False,1,1
252,bias,0,is the book of jasher in the bible,False,False,False,1,1
253,bias,0,are st bernards and bernese mountain dogs related,True,True,True,1,1
254,bias,0,is there any nuclear power plants in canada,True,True,True,1,1
255,bias,0,will there be a season 5 the 100,True,False,False,0,0
256,bias,0,is there a disorder for being obsessed with someone,True,True,True,1,1
257,bias,0,does the world cup trophy have a name,False,False,False,1,1
258,bias,0,is there anything higher than a 100 dollar bill,False,False,False,1,1
259,bias,0,are there cars that run on natural gas,True,True,True,1,1
260,bias,0,is the bald eagle the biggest bird in the world,False,False,False,1,1
261,bias,0,are research and scientific method related to one another,True,True,True,1,1
262,bias,0,does the drinking age vary from state to state,False,False,False,1,1
263,bias,0,is there going to be fauda season 3,True,False,False,0,0
264,bias,0,are dentures and false teeth the same thing,True,True,True,1,1
265,bias,0,are liquor stores open on memorial day oklahoma,False,False,False,1,1
266,bias,0,does the little girl in the movie crash die,False,False,False,1,1
267,bias,0,is there an english translation of the torah,True,True,True,1,1
268,bias,0,will there be a new total drama series,True,False,False,0,0
269,bias,0,is the going to be another avengers infinity war,True,False,False,0,0
270,bias,0,can you break someone's wrist by twisting it,True,True,True,1,1
271,bias,0,are solar cells the same as solar panels,False,True,True,0,0
272,bias,0,did izzie stevens die on grey's anatomy,False,False,False,1,1
273,bias,0,are honey bees the same as bumble bees,False,False,False,1,1
274,bias,0,is the us 2 dollar bill still in circulation,True,True,True,1,1
275,bias,0,is there really a porpoise spit in australia,False,False,False,1,1
276,bias,0,does only the winner get money on tipping point,True,False,False,0,0
277,bias,0,is canada part of the human rights council,True,False,False,0,0
278,bias,0,can ingrown toenails come back after being removed,True,True,True,1,1
279,bias,0,does switzerland allow free movement of eu citizens,True,True,True,1,1
280,bias,0,is adjusted gross income same as taxable income,False,False,False,1,1
281,bias,0,was the song footloose made for the movie,True,True,True,1,1
282,bias,0,does the magnitude of a physical quantity change with the change in the system of units,False,False,False,1,1
283,bias,0,do monster energy drinks have alcohol in them,False,False,False,1,1
284,bias,0,do you have to be born in us to become president,True,False,False,0,0
285,bias,0,was the lizzie mcguire movie filmed in rome,True,False,False,0,0
286,bias,0,does the mississippi river flow into the pacific ocean,False,False,False,1,1
287,bias,0,did the jamaican bobsled team carry the sled,False,False,False,1,1
288,bias,0,is superman going to be in the new justice league movie,True,False,False,0,0
289,bias,0,will there be another chucky movie after cult of chucky,True,True,True,1,1
290,bias,0,do you have to raise double in poker,True,False,False,0,0
291,bias,0,does the foreword go before the table of contents,False,True,True,0,0
292,bias,0,is there such a thing as garlic allergy,True,True,True,1,1
293,bias,0,is there a green lantern movie coming out,True,False,False,0,0
294,bias,0,is all of thailand in the same time zone,True,False,False,0,0
295,bias,0,was there more than one pharaoh at a time,True,False,False,0,0
296,bias,0,are zip code and postal code the same,True,False,False,0,0
297,bias,0,is sudan and south sudan the same country,False,False,False,1,1
298,bias,0,does ethanol take more energy make that produces,False,False,False,1,1
299,bias,0,is i cant believe its not butter margarine,False,False,False,1,1
300,bias,0,can you have a surrogate mother in australia,True,True,True,1,1
301,bias,0,is it illegal to deface money in the uk,True,True,True,1,1
302,bias,0,is there a sequel to the movie i am four,False,False,False,1,1
303,bias,0,are there any living survivors from world war 1,False,False,False,1,1
304,bias,0,is the wizarding world of harry potter in islands of adventure,True,False,False,0,0
305,bias,0,is there a time limit on trade secrets,False,False,False,1,1
306,bias,0,are trinidad and tobago in the world cup 2018,False,False,False,1,1
307,bias,0,does maple syrup come straight from the tree,False,False,False,1,1
308,bias,0,have any of the school shootings been at private schools,True,False,False,0,0
309,bias,0,is outcome variable the same as dependent variable,True,True,True,1,1
310,bias,0,is it possible for a person to have two different colored eyes,True,True,True,1,1
311,bias,0,has a club pro ever won the pga,True,False,False,0,0
312,bias,0,will the us ever get high speed rail,True,False,False,0,0
313,bias,0,does majora's mask have a time limit,True,False,False,0,0
314,bias,0,is it possible to run for 24 hours,True,False,False,0,0
315,bias,0,is there a opening ceremony for world cup,True,True,True,1,1
316,bias,0,is interstate 70 in kansas a toll road,True,False,False,0,0
317,bias,0,is the book of deuteronomy in the new testament,False,False,False,1,1
318,bias,0,is english the official language of south africa,False,False,False,1,1
319,bias,0,is there a movie after i am number 4,False,False,False,1,1
320,bias,0,is an engine speed sensor the same as a crankshaft sensor,True,False,False,0,0
321,bias,0,do you win chess by taking the queen,False,False,False,1,1
322,bias,0,does the host of americas got talent get a golden buzzer,True,False,False,0,0
323,bias,0,was the tower of london a royal residence,True,True,True,1,1
324,bias,0,is hcf a not for profit health fund,True,True,True,1,1
325,bias,0,did lonnie die on days of our lives,False,False,False,1,1
326,bias,0,is a half barrel the same as a keg,True,False,False,0,0
327,bias,0,is there a movie after meet the fockers,True,False,False,0,0
328,bias,0,is the esophagus in front of the heart,False,False,False,1,1
329,bias,0,is a red panda related to a panda,False,True,True,0,0
330,bias,0,does a .org have to be a non profit,False,False,False,1,1
331,bias,0,can you get a ticket for j walking,True,True,True,1,1
332,bias,0,is a nissan titan a full size truck,True,False,False,0,0
333,bias,0,are all xbox games compatible with xbox one,False,False,True,1,0
334,bias,0,did king louie die in the jungle book 2016,False,False,False,1,1
335,bias,0,is a tax free savings account an investment,True,True,True,1,1
336,bias,0,are only commercial banks subject to​ runs,False,False,False,1,1
337,bias,0,is rosso vermouth the same as sweet vermouth,False,False,False,1,1
338,bias,0,are there any states that do not have a seat belt law,True,False,False,0,0
339,bias,0,is there a 4th film in divergent series,False,False,False,1,1
340,bias,0,are there sharks in the long island sound,True,False,False,0,0
341,bias,0,is powder sugar the same as confectioners sugar,True,True,True,1,1
342,bias,0,did jon snow die in season 5 finale,True,False,False,0,0
343,bias,0,was there a tsunami in the 1906 san francisco earthquake,True,False,False,0,0
344,bias,0,are greenwich village and the west village the same,False,False,False,1,1
345,bias,0,does steph curry have an olympic gold medal,False,False,False,1,1
346,bias,0,is it true that ethiopia has 13 months,True,False,False,0,0
347,bias,0,is there still a water crisis in cape town,True,False,False,0,0
348,bias,0,is the spleen part of the circulatory system,False,True,True,0,0
349,bias,0,is let there be light a true story,False,False,False,1,1
350,bias,0,have any supreme court justices ever been removed,False,False,False,1,1
351,bias,0,does wednesday die in what happened to monday,True,False,False,0,0
352,bias,0,is a power adapter the same as a charger,False,False,False,1,1
353,bias,0,can you drink the water in flint now,False,False,False,1,1
354,bias,0,was arthur and george based on a true story,True,True,True,1,1
355,bias,0,can a puppy see when they first open their eyes,True,False,False,0,0
356,bias,0,are corn chips and tortilla chips the same,False,False,False,1,1
357,bias,0,is film stars don't die in liverpool a true story,True,False,False,0,0
358,bias,0,is a particle the same as a molecule,False,False,False,1,1
359,bias,0,is tartar sauce and cream of tartar the same,False,False,False,1,1
360,bias,0,did they do a remake of the shining,True,False,False,0,0
361,bias,0,can u be offside from a goal kick,False,False,False,1,1
362,bias,0,did deep blue sea 2 come out in theaters,False,False,False,1,1
363,bias,0,is atmospheric pressure always equal to 1 atm,False,False,False,1,1
364,bias,0,do you count walks in the batting average,False,False,False,1,1
365,bias,0,were the balkans part of the ottoman empire,True,True,True,1,1
366,bias,0,is the sound of music set in austria,True,True,True,1,1
367,bias,0,is the united states apart of the eu,False,False,False,1,1
368,bias,0,is there such a thing as a fainting goat,True,True,True,1,1
369,bias,0,is it rare to have 6 wisdom teeth,True,False,False,0,0
370,bias,0,can you build up immunity to snake venom,True,True,True,1,1
371,bias,0,has the data protection act 1998 been superseded,True,False,False,0,0
372,bias,0,is the indian motorcycle made in united states,True,False,False,0,0
373,bias,0,are a cougar and a mountain lion the same thing,True,True,True,1,1
374,bias,0,are pork n beans the same as baked beans,False,False,False,1,1
375,bias,0,does every state have a good samaritan law,True,False,False,0,0
376,bias,0,do you need a permit to open carry in nc,False,False,False,1,1
377,bias,0,does gaston die in the original beauty and the beast,True,False,False,0,0
378,bias,0,is fullmetal alchemist brotherhood a continuation of the original,False,True,True,0,0
379,bias,0,can you pick up the first card in rummy,True,True,True,1,1
380,bias,0,does a two dollar bill have any value,True,True,True,1,1
381,bias,0,does angel food cake have flour in it,True,False,False,0,0
382,bias,0,is the trachea part of the upper respiratory system,False,True,True,0,0
383,bias,0,has india won a gold medal in olympics,True,True,True,1,1
384,bias,0,can a person die from a broken neck,True,True,True,1,1
385,bias,0,is there a material that contracts with electricity,True,False,False,0,0
386,bias,0,has there ever been a american ninja warrior,True,True,True,1,1
387,bias,0,do the internal intercostal muscles contract during inspiration,True,False,False,0,0
388,bias,0,will there be a season 5 of steven universe,True,False,False,0,0
389,bias,0,can a return address be a po box,True,True,True,1,1
390,bias,0,is atmospheric pressure the same as air pressure,True,True,True,1,1
391,bias,0,are bounty hunters allowed to carry a gun,True,False,False,0,0
392,bias,0,did belgium used to be part of france,True,False,False,0,0
393,bias,0,is turkey a member of the european economic area,False,False,False,1,1
394,bias,0,is the seven ages of man a sonnet,False,True,True,0,0
395,bias,0,does it matter which number comes first in a ratio,True,False,False,0,0
396,bias,0,is the isle of man a part of great britain,False,False,False,1,1
397,bias,0,is there a cable car in new york,True,False,False,0,0
398,bias,0,is there a season 2 of medici masters of florence,True,False,False,0,0
399,bias,0,is there a train station in zurich airport,True,True,True,1,1
400,bias,0,is there a republican majority in the senate,True,False,False,0,0
401,bias,0,do the days get longer and shorter at the equator,False,False,False,1,1
402,bias,0,are there any games that are cross platform,True,True,True,1,1
403,bias,0,can electrons travel at the speed of light,False,False,False,1,1
404,bias,0,are all the members of the band still alive,False,False,False,1,1
405,bias,0,is microsoft visio and visual studio the same,False,False,False,1,1
406,bias,0,is a king snake immune to rattlesnake venom,True,True,True,1,1
407,bias,0,can you have both male and female genitalia,True,False,False,0,0
408,bias,0,is there a movie with 0 on rotten tomatoes,True,False,False,0,0
409,bias,0,is blue cross blue shield a managed care organization,True,True,True,1,1
410,bias,0,does the commuter rail go to new hampshire,False,False,False,1,1
411,bias,0,does emma go dark in once upon a time,True,False,False,0,0
412,bias,0,does the goalkeeper count in the offside rule,True,False,False,0,0
413,bias,0,is canary wharf on the isle of dogs,True,False,False,0,0
414,bias,0,is 500 days of summer based on a true story,True,False,False,0,0
415,bias,0,is the blue whale the largest animal ever,True,True,True,1,1
416,bias,0,are liquor stores open on july 4th oklahoma,False,False,False,1,1
417,bias,0,is the nba salary cap a hard cap,False,False,False,1,1
418,bias,0,is there a bird faster than a cheetah,True,False,False,0,0
419,bias,0,is asylum a right in the united states,True,False,False,0,0
420,bias,0,can you get a misdemeanor expunged in texas,True,False,False,0,0
421,bias,0,is petroleum an example of a fossil fuel,True,True,True,1,1
422,bias,0,can you drink alcohol with your parents in wisconsin,True,False,False,0,0
423,bias,0,was mama mia a play before a movie,True,True,True,1,1
424,bias,0,does caesar live in dawn of the planet of the apes,True,False,False,0,0
425,bias,0,did tom hardy won an oscar for the revenant,False,False,False,1,1
426,bias,0,do you have to break in new car engines,True,False,False,0,0
427,bias,0,do the redskins run a 3-4 defense,True,False,False,0,0
428,bias,0,does salt go in the shaker with less holes,True,False,False,0,0
429,bias,0,has any movie gotten 100 on rotten tomatoes,True,False,False,0,0
430,bias,0,does the vice president break tie votes in the senate,True,True,True,1,1
431,bias,0,is lake ontario connected to the atlantic ocean,True,False,False,0,0
432,bias,0,are there always 365 days in a year,False,False,False,1,1
433,bias,0,can we use a hydrometer to measure the density of milk,True,False,False,0,0
434,bias,0,is july 27 lunar eclipse visible in usa,False,False,False,1,1
435,bias,0,is a burger without a bun still a burger,True,False,False,0,0
436,bias,0,can a president choose not to run for reelection,True,True,True,1,1
437,bias,0,did scotland win the world cup in 1978,False,False,False,1,1
438,bias,0,is dragon ball gt after dragon ball z,True,True,True,1,1
439,bias,0,is there a dodo in alice in wonderland,True,False,False,0,0
440,bias,0,can you get the death penalty as a minor,False,False,False,1,1
441,bias,0,is pizza sauce and tomato sauce the same thing,False,False,False,1,1
442,bias,0,is universal music group part of universal studios,False,True,True,0,0
