,edit_data_type,repetition,question,label,pre_edit,post_edit,pre_edit_eval,post_edit_eval
51,bias,0,"'In all, Zerich bought $422 million worth of oil from Iraq, according to the Volcker committee. In the early 1990s after the Soviet Union collapsed, Rich quickly became the most powerful trader there.' entails the 'Zerich bought oil from Iraq during the embargo.'. True or False? answer:",False,True,True,0,0
52,bias,0,"'Buffalo, New York - The Common Council of Buffalo voted on Tuesday to send the Elmwood Village Hotel proposal ""to committee for further discussion"", after citing the need for more public involvement. The Elmwood Village Hotel is a development proposal by the Savarino Construction Services Corporation, a project designed by the architect Karl Frizlen of The Frizlen Group. The hotel would be placed on the southeast corner of Elmwood and Forest Avenues in Buffalo.' entails the 'The Frizlen Group is situated in Buffalo.'. True or False? answer:",False,False,False,1,1
53,bias,0,"'Skunk is a specific type of cannabis and is so-called because it has a very strong smell, but these days it has become the generic term for stronger forms of the drug. It is regarded as stronger because it contains much higher levels of the active ingredient in cannabis, tetrahydrocannabinol (THC). It also contains much lower levels of cannabidiol (CBD), which is an anti-psychotic substance that can moderate the effect of THC on the mental health of users.' entails the 'The ""skunk"" cannabis is used to treat mental health problems.'. True or False? answer:",False,False,False,1,1
54,bias,0,'Startling new research into mobile phones claims they may reduce a man's sperm count by up to 30%.' entails the 'Male fertility may be affected by use of a mobile phones.'. True or False? answer:,True,True,True,1,1
55,bias,0,"'At approximately 3:20 p.m., an unnamed caller reported sight of the suspects on a near street, East 27th Street, causing police to create a blockade, surrounding the suspect. This is where the other two officers were shot, this time in an exchange of gunfire while attempting to take the alleged shooter of the two officers into custody. The suspect was killed by police gunfire. The suspects name was Lovelle Mixon, aged 26, who had a warrant issued for his arrest after his bail was revoked for violation of parole. All four of the officers were taken to Highland Hospital in critical condition where they all later died of their injuries. There names were: Sargent Erv Romans, aged 43, Sargent Dan Sakai, 35, John Hege aged 41 and Mark Dunakin, 40.' entails the 'Sargent Dan Sakai was a colleague of John Hege.'. True or False? answer:",True,True,True,1,1
56,bias,0,"'In the 1970s, she was one of the most popular female vocalists in France, and became well-known internationally. Anne Marie David, from Arles in the south of France, parlayed her initial success from playing Mary Magdalene in the French production of Jesus Christ Superstar into taking home the ""grand prix"" at the Eurovision Song Contest in 1973. Her winning song, ""Tu te reconnaîtras"" (You will recognize yourself), became a Europe-wide hit that spring.' entails the 'Anne Marie David won the Eurovision Song Contest.'. True or False? answer:",True,True,True,1,1
57,bias,0,"'Child labor is, generally speaking, work for children that harms them or exploits them in some way (physically, mentally, morally, or by blocking access to education).' entails the 'Child labor is widely used in Asia.'. True or False? answer:",False,False,False,1,1
58,bias,0,"'Some of the buildings around the city square in the Kota also date from colonial times, including the old city hall ( 1710 ), which has been restored and now serves as the municipal museum.' entails the 'In the Old City are the old port, the Dutch town hall, and a square.'. True or False? answer:",False,False,False,1,1
59,bias,0,'The British government did not initially purchase the weapon and civilian sales were modest. However the U.S. Civil War began in 1860 and the governments of both the United States and the Confederacy began purchasing arms in Britain.' entails the 'During the Civil War the government of the United States bought arms from Britain.'. True or False? answer:,True,True,True,1,1
60,bias,0,"'A month after Gov. David A. Paterson dropped his proposal for a soda tax, New York City's health commissioner has written an article advocating ""hefty"" taxes on sodas and sports drinks containing sugar. Such a tax, the article said, could be the biggest boon to public health since tobacco taxes. The commissioner, Dr. Thomas R. Frieden, and Kelly D. Brownell of Yale University, his co-author, argue in the New England Journal of Medicine that a tax of a penny per ounce could reduce consumption by more than 10 percent and raise $1.2 billion a year in New York State alone.' entails the 'Michael Bloomberg is the mayor of New York.'. True or False? answer:",False,False,False,1,1
61,bias,0,'Blue Mountain Lumber said today it may have to relocate a $30 million project offshore in the wake of an Environment Court decision that blocked it from a planned development site on the Coromandel.' entails the 'Blue Mountain Lumber will locate a development site on the Coromandel.'. True or False? answer:,False,False,False,1,1
62,bias,0,"'Fiona North, Ophthalmic Adviser with the SHSSB added: Eye injuries caused by fireworks are extremely serious and can permanently damage eyesight. I would urge those who are co-ordinating efficient firework displays to use appropriate eye protection.' entails the 'Fireworks may cause serious injuries.'. True or False? answer:",True,True,True,1,1
63,bias,0,"'The ship, owned by Mitsui O.S.K. Lines and flagged in the Cayman Islands, came under attack at around 4 p.m. Somali time (UTC+3) as gunfire came from two small priate boats. The vessel, with a crew of eighteen from the Philippines, suffered light damage to its front and windows were broken. The Jasmine Ace was en-route from Sharjah, United Arab Emirates to Mombasa, Kenya. The 126.75m car carrier had loaded with 377 used cars in Sharjah on March 17.' entails the 'Mitsui O.S.K is the owner of the Cayman Islands.'. True or False? answer:",False,False,False,1,1
64,bias,0,"'The U.S. space shuttle Atlantis, its lights flashing like a beacon, smoothly docked with Russia's space station Mir Wednesday on its mission to pick up U.S. astronaut Shannon Lucid, who has spent a record-breaking six months in orbit.' entails the 'US shuttle Atlantis docks with the Mir space station.'. True or False? answer:",True,True,True,1,1
65,bias,0,"'The capacity people have to adjust and make peace with a new situation, even if they feel vulnerable, is really remarkable, said Randy Quevillon, chair of the psychology department and the Disaster Mental Health Institute at the University of South Dakota.' entails the 'Randy Quevillon is employed at the University of South Dakota.'. True or False? answer:",True,True,True,1,1
66,bias,0,"'Twenty-two other miners were working at the nearby Kangjiayao mine at the time of the accident, although it is unclear if any of those miners were affected. Thousands of miners die in mining accidents each year in China. Today's accident comes just one day after 19 coal miners were killed in a mining accident in the Sulongsi mine in Chongqing, and one month after the largest accident in recent history killed 214 miners, in Fuxin, Liaoning Province.' entails the 'Liaoning Province is in China.'. True or False? answer:",True,True,True,1,1
67,bias,0,"'Up to 150 workers were believed to have been inside the factory, which produces syringes and other plastic medical supplies, at the time of the explosion.' entails the 'Workers were inside the plant at the time of the explosion.'. True or False? answer:",True,True,True,1,1
68,bias,0,"'State Police issued bulletins via teletype requesting patrols to be on the lookout for Robert Senacal, 35, of Cortlandt Manor.' entails the 'Robert Senacal was arrested by police.'. True or False? answer:",False,False,False,1,1
69,bias,0,"'Interim Palestinian leader, Mahmoud Abbas, has won a landslide victory in Sunday's presidential election and will succeed the late Yasser Arafat.' entails the 'Mahmoud Abbas has claimed victory in the Palestinian presidential elections, and has dedicated his win to Yasser Arafat, who died in November 2004.'. True or False? answer:",False,False,False,1,1
70,bias,0,"'On June 28, 1997, in what would become known as the bite fight, Mike Tyson bit Evander Holyfield's ear, purportedly in retaliation for Holyfield headbutting him.' entails the 'Mike Tyson bit Evander Holyfield's ear on June 28, 1997.'. True or False? answer:",True,True,True,1,1
71,bias,0,"'Immediately after 1990, however, Swedish fertility plummeted in another unique movement, and had fallen to 1.5 children per woman in 1998 and in 1999. This is the lowest birth rate in Sweden ever-although above the European average.' entails the 'Sweden is the European country with the highest birth rate.'. True or False? answer:",False,False,False,1,1
72,bias,0,"'The Italian parliament may approve a draft law allowing descendants of the exiled royal family to return home. The family was banished after the Second World War because of the King's collusion with the fascist regime, but moves were introduced this year to allow their return.' entails the 'Italian royal family returns home.'. True or False? answer:",False,False,False,1,1
73,bias,0,"'San Salvador, Jan. 13, '90 (Acan-Efe) -The bodies of Hector Oqueli and Gilda Flores, who had been kidnapped yesterday, were found in Cuilapa, Guatemala, near the border with El Salvador, the relatives of one of the victims have reported.' entails the 'Guatemala borders on El Salvador.'. True or False? answer:",True,True,True,1,1
74,bias,0,"'The black Muslim activist said that he had relieved Muhammad of his duties ""until he demonstrates that he is willing to conform to the manner of representing Allah and the honorable Elijah Muhammad (founder of the Nation of Islam)"".' entails the 'Elijah Muhammad founded the Nation of Islam.'. True or False? answer:",True,True,True,1,1
75,bias,0,"'Nine soldiers and two police officers were killed in the ensuing gun battle, and two police officers were wounded, the officials said.' entails the 'Six policemen and two soldiers were killed in a gunbattle, officials said.'. True or False? answer:",False,False,False,1,1
76,bias,0,"'Comdex -- once among the world's largest trade shows, the launching pad for new computer and software products, and a Las Vegas fixture for 20 years -- has been canceled for this year.' entails the 'Los Vegas hosted the Comdex trade show for 20 years.'. True or False? answer:",True,True,True,1,1
77,bias,0,"'She would later return to the Contest in 2005 with ""Angel,"" an anthem she penned herself, and achieved second place. Now, in 2009, she will be returning to Eurovision for a third try, hoping for the ""3-2-1"" charm and a victory ―something that has eluded her thus far. Her entry, the ballad ""What If We,"" has special memories for Chiara; it is dedicated to her father, who is recently deceased.' entails the 'Ms Siracura joined the Eurovision Song Contest.'. True or False? answer:",False,False,False,1,1
78,bias,0,"'The car which crashed against the mail-box belonged to James Clark, 68, an acquaintance of James Jones' family.' entails the 'Clark is a relative of Jones'.'. True or False? answer:",False,False,False,1,1
79,bias,0,"'The Italian air transport sector features many typical causes of industrial conflict, including: the troubled economic situation of Alitalia, Italy's flagship airline (IT0404304F); a set of specific factors concerning services delivery; and a marked fragmentation of trade union representation.' entails the 'Italian flight assistants go on strike.'. True or False? answer:",False,False,False,1,1
80,bias,0,'Iran is said to give up al Qaeda members.' entails the 'Iran hands over al Qaeda members.'. True or False? answer:,True,True,True,1,1
81,bias,0,"'In early December, Glavkos Clerides and Rauf Denktash, respectively the leaders of the two parts of Cyprus, startled Cypriots by announcing that they would meet for the first time in four years.' entails the 'Cyprus was divided into two parts in December.'. True or False? answer:",False,False,False,1,1
82,bias,0,"'By the time a case of rabies is confirmed, the disease may have taken hold in the area.' entails the 'A case of rabies was confirmed.'. True or False? answer:",False,True,True,0,0
83,bias,0,"'Muslim fundamentalists such as the Islamic Resistance Movement, also known as Hamas, and the smaller Islamic Jihad are determined to torpedo the peace process.' entails the 'The Islamic Resistance Movement is also known as Hamas.'. True or False? answer:",True,True,True,1,1
84,bias,0,"'On Thursday, Syria said that it supports Iran's nuclear stance and said it ""has a right to atomic technology,"" and said Western objections to Tehran's nuclear ambitions were ""not persuasive."" It comes in the wake of demands by US and European countries for Iran to halt its nuclear fuel enrichment activities. Iran notes that its nuclear program is civilian and consistent with Article IV of the Nuclear Non-Proliferation Treaty, which establishes the inalienable right of all the Parties to the Treaty to develop research, production and use of nuclear energy for peaceful purposes, and that it in line with Article IV, it will not abandon its enrichment efforts.' entails the 'Iran is backed up by Syria.'. True or False? answer:",True,True,True,1,1
85,bias,0,"'A company investigation turned up metal in roughly 200 pills of the 70 million it passed through a metal detector, according to the FDA.' entails the 'The FDA turned up metal in roughly 200 pills of the 70 million it passed through a metal detector.'. True or False? answer:",False,False,False,1,1
86,bias,0,"'The National Assn. of Realtors reported that sales of existing homes had shot up to an annual rate of 7.29 million in August, 7.8% higher than a year earlier.' entails the 'Sales of existing homes raised 7.8%.'. True or False? answer:",True,True,True,1,1
87,bias,0,"'For one, Israel can comfortably subtract Gaza's 1.5m inhabitants from its demographic nightmare, maintaining, for a while longer perhaps, the Jewish majority.' entails the 'Israel has 1.5m Jewish inhabitants.'. True or False? answer:",False,False,False,1,1
88,bias,0,'He said a new study might include more than just Cox 2 drugs possibly adding such widely used painkillers as Ibuprofen naproxen and diclofenac.' entails the 'Cox 2 inhibitors are pain relief drugs.'. True or False? answer:,False,True,True,0,0
89,bias,0,"'Airbus could site a design engineering centre in the Midlands region of the UK to take advantage of the availability of skilled engineering staff following the demise of MG Rover, the collapsed UK carmaker.' entails the 'Airbus plans a design engineering centre.'. True or False? answer:",True,True,True,1,1
90,bias,0,"'DENVER —  Angie Zapata was a tall woman with striking black hair and eyes who would attract the attention of men, even those who knew she was biologically male. But prosecutors say when Allen Andrade found out, he beat her to death with a fire extinguisher. Her sister discovered her battered body under a blanket in her Greeley apartment last July. Andrade, 32, of Thorton, is scheduled to go on trial Tuesday on charges including first-degree murder and a bias-motivated crime, which could add three years to his prison sentence if convicted.' entails the 'Angie Zapata has been killed with a fire extinguisher.'. True or False? answer:",True,True,True,1,1
91,bias,0,"'MEXICO CITY (Reuters) - A deadly strain of swine flu never seen before has broken out in Mexico, killing as many as 60 people and raising fears it is spreading across North America. The World Health Organization said it was concerned about what it called 800 ""influenza-like"" cases in Mexico, and also about a confirmed outbreak of a new strain of swine flu in the United States. It said about 60 people had died in Mexico. Mexico's government said it had confirmed that at least 16 people had died of the swine flu in central Mexico and that there could be another 45 fatal victims.' entails the '800 Mexicans have been affected by a new form of swine influenza.'. True or False? answer:",True,False,False,0,0
92,bias,0,"'Typhoon Xangsane lashed the Philippine capital on Thursday, grounding flights, halting vessels and closing schools and markets after triggering fatal flash floods in the centre of the country.' entails the 'A typhoon batters the Philippines.'. True or False? answer:",True,True,True,1,1
